Name,Year,Population,Male in STEM,Female in STEM,Employment Count,Employment Rate,Income per Capita,County,State,Total in STEM,STEM Rate
"Clark County, Nevada",2014,2069681.0,18670.0,6208.0,949624.0,45.882626356428844,25326.0,Clark County, Nevada,24878.0,1.2020209877754107
"Washoe County, Nevada",2014,440078.0,8109.0,1864.0,209045.0,47.501806497939,27760.0,Washoe County, Nevada,9973.0,2.2661891755552426
"Cheshire County, New Hampshire",2014,76115.0,1387.0,167.0,40201.0,52.81613348223083,34010.0,Cheshire County, New Hampshire,1554.0,2.0416475070616826
"Grafton County, New Hampshire",2014,89658.0,1294.0,910.0,45356.0,50.587789154342055,31904.0,Grafton County, New Hampshire,2204.0,2.458230163510228
"Hillsborough County, New Hampshire",2014,405184.0,13940.0,2986.0,219266.0,54.11516743010583,35255.0,Hillsborough County, New Hampshire,16926.0,4.177361396303902
"Merrimack County, New Hampshire",2014,147171.0,3408.0,984.0,76628.0,52.06732304598052,32548.0,Merrimack County, New Hampshire,4392.0,2.9842835884787084
"Rockingham County, New Hampshire",2014,300621.0,11014.0,2153.0,166053.0,55.23666011356492,41167.0,Rockingham County, New Hampshire,13167.0,4.379933537577215
"Strafford County, New Hampshire",2014,125604.0,3448.0,1023.0,66619.0,53.038915958090506,29595.0,Strafford County, New Hampshire,4471.0,3.559600012738448
"Atlantic County, New Jersey",2014,275209.0,3034.0,996.0,129393.0,47.01626763659619,27885.0,Atlantic County, New Jersey,4030.0,1.4643416458037346
"Bergen County, New Jersey",2014,933572.0,23603.0,6912.0,473316.0,50.69946399420719,42151.0,Bergen County, New Jersey,30515.0,3.2686284507247434
"Burlington County, New Jersey",2014,449722.0,10253.0,3275.0,221874.0,49.33581190157475,37660.0,Burlington County, New Jersey,13528.0,3.008080547538257
"Camden County, New Jersey",2014,511038.0,9680.0,3540.0,246823.0,48.298365287904225,31285.0,Camden County, New Jersey,13220.0,2.5868917771281197
"Cape May County, New Jersey",2014,95344.0,841.0,387.0,42481.0,44.55550427924148,35004.0,Cape May County, New Jersey,1228.0,1.2879677798288303
"Cumberland County, New Jersey",2014,157389.0,1210.0,268.0,65588.0,41.67254382453666,21131.0,Cumberland County, New Jersey,1478.0,0.9390745223617915
"Essex County, New Jersey",2014,795723.0,11345.0,5327.0,370380.0,46.546348415214844,33117.0,Essex County, New Jersey,16672.0,2.095201470863605
"Gloucester County, New Jersey",2014,290951.0,5524.0,1249.0,146938.0,50.50266196026135,34746.0,Gloucester County, New Jersey,6773.0,2.3278833892992292
"Hudson County, New Jersey",2014,669115.0,18792.0,5288.0,346409.0,51.77122019383813,32339.0,Hudson County, New Jersey,24080.0,3.5987834677148176
"Hunterdon County, New Jersey",2014,126067.0,4101.0,2196.0,65232.0,51.743913950518376,50415.0,Hunterdon County, New Jersey,6297.0,4.994962995867277
"Mercer County, New Jersey",2014,371537.0,9535.0,5849.0,180308.0,48.530294425588835,38159.0,Mercer County, New Jersey,15384.0,4.140637406234103
"Middlesex County, New Jersey",2014,836297.0,32108.0,12135.0,412596.0,49.3360612318351,34524.0,Middlesex County, New Jersey,44243.0,5.290345415564087
"Monmouth County, New Jersey",2014,629279.0,13704.0,4339.0,314200.0,49.930158165138195,44873.0,Monmouth County, New Jersey,18043.0,2.8672496619146672
"Morris County, New Jersey",2014,499727.0,17621.0,5689.0,266086.0,53.24627246476576,48937.0,Morris County, New Jersey,23310.0,4.664546842576047
"Ocean County, New Jersey",2014,586301.0,6711.0,1903.0,248260.0,42.34343792693514,31571.0,Ocean County, New Jersey,8614.0,1.4692112072126775
"Passaic County, New Jersey",2014,508856.0,8118.0,2747.0,232271.0,45.64572295502067,28009.0,Passaic County, New Jersey,10865.0,2.1351816623956483
"Salem County, New Jersey",2014,64715.0,628.0,283.0,29912.0,46.22112338715908,28976.0,Salem County, New Jersey,911.0,1.4077107316696285
"Somerset County, New Jersey",2014,332568.0,15183.0,5617.0,173648.0,52.214283996054945,49775.0,Somerset County, New Jersey,20800.0,6.254360010584302
"Sussex County, New Jersey",2014,144909.0,3706.0,1325.0,74800.0,51.618602019198256,38504.0,Sussex County, New Jersey,5031.0,3.4718340475746845
"Union County, New Jersey",2014,552939.0,10663.0,3366.0,275586.0,49.8402174561751,35655.0,Union County, New Jersey,14029.0,2.5371695611993363
"Warren County, New Jersey",2014,106917.0,1865.0,687.0,53851.0,50.36710719530103,35309.0,Warren County, New Jersey,2552.0,2.386898248173817
"Bernalillo County, New Mexico",2014,675551.0,15377.0,6547.0,307468.0,45.51366218094563,26541.0,Bernalillo County, New Mexico,21924.0,3.2453508321355455
"Chaves County, New Mexico",2014,65878.0,284.0,88.0,25812.0,39.1815173502535,19929.0,Chaves County, New Mexico,372.0,0.564680166368135
"Do?a Ana County, New Mexico",2014,213676.0,3332.0,1253.0,89861.0,42.05479323836088,20245.0,Do?a Ana County, New Mexico,4585.0,2.145772103558659
"Lea County, New Mexico",2014,69999.0,334.0,91.0,30247.0,43.21061729453278,23568.0,Lea County, New Mexico,425.0,0.6071515307361534
"McKinley County, New Mexico",2014,74098.0,313.0,150.0,22621.0,30.52848929795676,13016.0,McKinley County, New Mexico,463.0,0.6248481740397852
"Otero County, New Mexico",2014,65082.0,370.0,388.0,22875.0,35.147967179865404,18798.0,Otero County, New Mexico,758.0,1.1646845517961957
"Sandoval County, New Mexico",2014,137608.0,2663.0,877.0,61646.0,44.79826754258473,26752.0,Sandoval County, New Mexico,3540.0,2.572524853206209
"San Juan County, New Mexico",2014,123785.0,1088.0,565.0,50525.0,40.81673870016561,22609.0,San Juan County, New Mexico,1653.0,1.3353798925556408
"Santa Fe County, New Mexico",2014,148164.0,3224.0,587.0,69686.0,47.03301746713102,32050.0,Santa Fe County, New Mexico,3811.0,2.5721497799735427
"Valencia County, New Mexico",2014,75817.0,428.0,43.0,26360.0,34.767928037247586,18657.0,Valencia County, New Mexico,471.0,0.6212327050661461
"Albany County, New York",2014,308171.0,9094.0,4691.0,156103.0,50.65466899870526,33008.0,Albany County, New York,13785.0,4.4731658721943335
"Bronx County, New York",2014,1438159.0,7604.0,3570.0,571566.0,39.74289351872776,18158.0,Bronx County, New York,11174.0,0.7769655510969232
"Broome County, New York",2014,197349.0,4247.0,1482.0,87426.0,44.300199139595335,24270.0,Broome County, New York,5729.0,2.9029789864656017
"Cattaraugus County, New York",2014,78600.0,669.0,211.0,34096.0,43.37913486005089,22930.0,Cattaraugus County, New York,880.0,1.1195928753180662
"Cayuga County, New York",2014,78823.0,970.0,299.0,36881.0,46.78964261700265,25458.0,Cayuga County, New York,1269.0,1.6099361861385635
"Chautauqua County, New York",2014,132053.0,1133.0,437.0,55884.0,42.319371767396426,22005.0,Chautauqua County, New York,1570.0,1.188916571376644
"Chemung County, New York",2014,87770.0,733.0,53.0,37388.0,42.59769853024952,26159.0,Chemung County, New York,786.0,0.8955223880597015
"Clinton County, New York",2014,81632.0,922.0,456.0,37334.0,45.734515876127006,24992.0,Clinton County, New York,1378.0,1.688063504508036
"Dutchess County, New York",2014,296579.0,6464.0,2065.0,146722.0,49.47147303079449,33455.0,Dutchess County, New York,8529.0,2.8757936333995326
"Erie County, New York",2014,922835.0,16102.0,6292.0,444469.0,48.16343116591807,29188.0,Erie County, New York,22394.0,2.4266526518825144
"Jefferson County, New York",2014,119103.0,1185.0,506.0,44644.0,37.483522665256125,24054.0,Jefferson County, New York,1691.0,1.4197795185679623
"Kings County, New York",2014,2621793.0,33606.0,16252.0,1201841.0,45.84042294719682,27059.0,Kings County, New York,49858.0,1.901675685303912
"Livingston County, New York",2014,64586.0,951.0,569.0,29644.0,45.89849193323631,23455.0,Livingston County, New York,1520.0,2.3534512123370392
"Madison County, New York",2014,72369.0,1387.0,168.0,32668.0,45.14087523663447,26021.0,Madison County, New York,1555.0,2.148710083046608
"Monroe County, New York",2014,749857.0,21127.0,6278.0,365484.0,48.740493187367726,29614.0,Monroe County, New York,27405.0,3.6546968288620363
"Nassau County, New York",2014,1358627.0,18824.0,7676.0,674723.0,49.662122127706866,43556.0,Nassau County, New York,26500.0,1.9504985547909766
"New York County, New York",2014,1636268.0,35388.0,19557.0,891619.0,54.491012474729075,64618.0,New York County, New York,54945.0,3.3579462533032483
"Niagara County, New York",2014,213525.0,3889.0,696.0,100220.0,46.93595597705187,26483.0,Niagara County, New York,4585.0,2.1472895445498184
"Oneida County, New York",2014,232871.0,3140.0,1276.0,103922.0,44.62642407169635,26103.0,Oneida County, New York,4416.0,1.8963288687728401
"Onondaga County, New York",2014,468196.0,7952.0,2128.0,220683.0,47.13474698630488,28897.0,Onondaga County, New York,10080.0,2.1529444933318524
"Ontario County, New York",2014,109707.0,2585.0,345.0,54113.0,49.32502028129472,30148.0,Ontario County, New York,2930.0,2.6707502711768623
"Orange County, New York",2014,376099.0,5542.0,1870.0,171085.0,45.48935253749678,29507.0,Orange County, New York,7412.0,1.970757699435521
"Oswego County, New York",2014,120913.0,1312.0,321.0,52310.0,43.26251106167244,23669.0,Oswego County, New York,1633.0,1.3505578391074575
"Putnam County, New York",2014,99487.0,2201.0,243.0,51932.0,52.19978489651914,41648.0,Putnam County, New York,2444.0,2.4566023701589152
"Queens County, New York",2014,2321580.0,31142.0,11476.0,1119419.0,48.21798085786404,26572.0,Queens County, New York,42618.0,1.8357325614452227
"Rensselaer County, New York",2014,159774.0,4136.0,1323.0,81032.0,50.71663725011579,30536.0,Rensselaer County, New York,5459.0,3.4167010902900348
"Richmond County, New York",2014,473279.0,5740.0,1584.0,208838.0,44.12576936648362,31611.0,Richmond County, New York,7324.0,1.5475015794066502
"Rockland County, New York",2014,323866.0,5124.0,2201.0,151457.0,46.76532887058228,35077.0,Rockland County, New York,7325.0,2.261737879246355
"St. Lawrence County, New York",2014,111400.0,1106.0,211.0,45733.0,41.052962298025136,21999.0,St. Lawrence County, New York,1317.0,1.1822262118491922
"Saratoga County, New York",2014,224921.0,7286.0,1944.0,116866.0,51.958687717020645,36402.0,Saratoga County, New York,9230.0,4.103663063920221
"Schenectady County, New York",2014,155735.0,3140.0,1200.0,73961.0,47.49157222204386,28865.0,Schenectady County, New York,4340.0,2.786785244164767
"Steuben County, New York",2014,98394.0,1531.0,653.0,43868.0,44.584019350773424,24756.0,Steuben County, New York,2184.0,2.219647539484115
"Suffolk County, New York",2014,1502968.0,25838.0,6406.0,738760.0,49.15340845580212,37295.0,Suffolk County, New York,32244.0,2.14535505745964
"Sullivan County, New York",2014,75943.0,441.0,320.0,33731.0,44.41620689201111,26210.0,Sullivan County, New York,761.0,1.0020673399786681
"Tompkins County, New York",2014,104691.0,3158.0,1016.0,47837.0,45.69351711226371,28648.0,Tompkins County, New York,4174.0,3.986971181858995
"Ulster County, New York",2014,180445.0,2354.0,1349.0,84877.0,47.0376014852171,30870.0,Ulster County, New York,3703.0,2.052148854221508
"Warren County, New York",2014,64973.0,853.0,607.0,31084.0,47.84141104766595,30527.0,Warren County, New York,1460.0,2.247087251627599
"Wayne County, New York",2014,92051.0,1518.0,617.0,40932.0,44.466654354651226,24631.0,Wayne County, New York,2135.0,2.3193664381701447
"Westchester County, New York",2014,972634.0,14678.0,6368.0,472954.0,48.6261019047247,48466.0,Westchester County, New York,21046.0,2.1638149602008565
"Alamance County, North Carolina",2014,155792.0,2256.0,405.0,71695.0,46.01969292389853,23179.0,Alamance County, North Carolina,2661.0,1.7080466262709253
"Brunswick County, North Carolina",2014,118836.0,1606.0,33.0,50439.0,42.4442088256084,27776.0,Brunswick County, North Carolina,1639.0,1.3792116866942679
